loan_id,no_of_dependents,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
889,4, Yes,9200000,26500000,6,1000000,400000,26900000,5300000, Approved
890,2, Yes,4800000,16500000,10,2000000,6500000,11400000,2900000, Rejected
891,4, No,4900000,10700000,20,1200000,400000,11100000,6500000, Rejected
892,3, Yes,4800000,10100000,4,9100000,5100000,16500000,3500000, Rejected
893,4, No,9300000,24900000,14,27600000,4700000,35100000,13900000, Rejected
894,5, Yes,7500000,24600000,8,1600000,3600000,16700000,9300000, Approved
895,1, No,5900000,16800000,4,11200000,9700000,22800000,7100000, Approved
896,0, No,9400000,27900000,6,21400000,18500000,35600000,7800000, Rejected
897,5, No,5300000,13400000,8,1600000,200000,11400000,5300000, Approved
898,4, No,3700000,9000000,18,7800000,1600000,13400000,3100000, Approved
899,0, Yes,2500000,5800000,18,5100000,4400000,8500000,2300000, Rejected
900,4, No,2800000,10800000,2,700000,2600000,7100000,4100000, Approved
901,0, Yes,5400000,21400000,8,8200000,6400000,16700000,7400000, Approved
902,5, No,3100000,9400000,10,200000,5300000,8000000,2800000, Rejected
903,5, No,4800000,15500000,10,9500000,1500000,17800000,3500000, Approved
904,1, No,8800000,17500000,20,1800000,3600000,24000000,7400000, Approved
905,2, No,4100000,14900000,12,-100000,5200000,13000000,3400000, Approved
906,5, No,9700000,37000000,14,28700000,17900000,22800000,5600000, Rejected
907,2, Yes,6400000,24100000,6,2500000,6300000,20200000,6000000, Approved
908,5, No,3400000,13100000,20,900000,4500000,8600000,4000000, Rejected
909,4, No,3500000,10200000,12,7600000,6400000,8100000,3400000, Rejected
910,3, No,3200000,10000000,18,3300000,100000,9800000,2100000, Rejected
911,2, Yes,4900000,13100000,18,8200000,3300000,16500000,7200000, Approved
912,0, Yes,1300000,4800000,4,500000,100000,3300000,800000, Rejected
913,4, No,2500000,5400000,10,3400000,1500000,9900000,2900000, Approved
914,0, No,7500000,27300000,20,11600000,2800000,26200000,6100000, Approved
915,2, No,700000,2000000,8,1900000,1100000,2200000,400000, Approved
916,4, Yes,8200000,28500000,2,6800000,11200000,26400000,11500000, Approved
917,1, No,6900000,26200000,4,14500000,11900000,14900000,9400000, Approved
918,1, Yes,1500000,5900000,16,4200000,2400000,4800000,1500000, Rejected
919,3, No,6300000,18300000,18,1800000,9400000,17700000,3500000, Rejected
920,0, Yes,8800000,25600000,10,25300000,2500000,34900000,8600000, Approved
921,4, Yes,8900000,20700000,6,1100000,9200000,20400000,6700000, Approved
922,3, Yes,2100000,6100000,8,5500000,600000,4500000,2900000, Rejected
923,1, Yes,9200000,29200000,6,9900000,12900000,23400000,11700000, Approved
924,2, No,3600000,8000000,12,10500000,3000000,8900000,2700000, Approved
925,0, Yes,8600000,23600000,2,25800000,5300000,24700000,7500000, Rejected
926,5, No,3000000,8000000,6,3200000,400000,8200000,2200000, Rejected
927,3, Yes,5200000,16300000,8,9500000,7000000,13600000,7300000, Rejected
928,3, Yes,7200000,20400000,10,0,13200000,27200000,10600000, Approved
929,1, Yes,4000000,15600000,12,10400000,2800000,14800000,3200000, Rejected
930,1, No,2400000,5200000,2,6100000,3100000,8500000,1400000, Rejected
931,2, Yes,5500000,18400000,10,6800000,4400000,18500000,4100000, Rejected
932,0, Yes,9000000,24300000,10,12900000,3400000,26900000,6400000, Approved
933,0, Yes,7900000,24000000,20,18600000,15600000,21800000,7400000, Approved
934,2, Yes,6200000,21600000,20,18600000,2500000,24500000,9100000, Approved
935,3, Yes,7900000,29200000,4,23200000,5500000,30200000,6900000, Approved
936,3, No,1200000,4500000,6,1400000,1100000,4400000,900000, Approved
937,1, No,4700000,11700000,6,11800000,1100000,15100000,3700000, Rejected
938,5, Yes,5900000,15600000,2,12600000,4700000,15900000,5900000, Approved
939,4, Yes,1400000,5100000,14,4000000,1000000,3200000,1400000, Rejected
940,3, Yes,4700000,12800000,16,2200000,8600000,11700000,6100000, Approved
941,5, Yes,7600000,20000000,10,21500000,1400000,20400000,4300000, Rejected
942,4, No,7200000,16900000,4,15900000,7100000,22000000,9600000, Approved
943,4, Yes,1400000,4300000,16,3600000,1200000,5300000,1000000, Rejected
944,5, No,1400000,2900000,4,800000,600000,5400000,1600000, Approved
945,2, No,7900000,18500000,18,20200000,12400000,19600000,7100000, Approved
946,5, Yes,7600000,18700000,14,8500000,8500000,22200000,3700000, Rejected
947,3, Yes,9600000,34200000,2,2500000,2000000,33000000,6700000, Approved
948,1, No,2300000,6600000,18,4600000,900000,9000000,1600000, Rejected
949,2, No,8100000,18500000,6,19100000,10200000,31000000,7900000, Rejected
950,2, Yes,300000,700000,4,600000,0,1200000,100000, Rejected
951,4, No,4700000,10800000,20,11300000,6800000,17000000,4500000, Rejected
952,5, No,1100000,2500000,4,2400000,1000000,4100000,600000, Approved
953,4, No,8600000,25100000,6,14400000,5000000,26000000,8300000, Approved
954,5, Yes,8700000,28100000,10,25500000,800000,25900000,10100000, Approved
955,0, No,2200000,8600000,4,900000,1000000,4400000,2800000, Approved
956,1, Yes,500000,1400000,10,900000,0,1700000,300000, Approved
957,0, Yes,9100000,22000000,12,25300000,15600000,31700000,7000000, Rejected
958,1, No,2200000,8700000,12,500000,1800000,5700000,2400000, Approved
959,0, Yes,2200000,8000000,14,2800000,3700000,6900000,2900000, Rejected
960,1, Yes,9600000,34500000,2,9500000,900000,32000000,9300000, Approved
961,1, Yes,6500000,13900000,8,9600000,300000,17200000,8300000, Rejected
962,4, Yes,2400000,7400000,18,2700000,1600000,7600000,3200000, Approved
963,4, No,5500000,12300000,6,12900000,2700000,19800000,4300000, Approved
964,0, No,5000000,14400000,4,3000000,9300000,14100000,3900000, Approved
965,1, No,2700000,8100000,16,2000000,3600000,8100000,2100000, Approved
966,3, Yes,8500000,30300000,12,12700000,3700000,20000000,4200000, Approved
967,1, No,4400000,10700000,18,2200000,3300000,12700000,5400000, Rejected
968,4, No,500000,1800000,20,900000,300000,1300000,200000, Approved
969,0, No,8300000,21400000,2,6100000,12300000,24500000,10200000, Approved
970,2, Yes,6000000,13000000,12,2100000,2500000,14600000,5600000, Rejected
971,3, Yes,4000000,10400000,14,2100000,6900000,11700000,4600000, Approved
972,5, Yes,4400000,11700000,20,900000,2700000,15500000,2300000, Approved
973,3, Yes,4400000,15800000,18,7200000,5400000,14900000,3600000, Approved
974,2, Yes,1900000,5000000,14,1000000,900000,5500000,2400000, Approved
975,0, Yes,5000000,18400000,12,14600000,4000000,10500000,6500000, Approved
976,0, No,8000000,23700000,10,22200000,11600000,17200000,12000000, Rejected
977,4, No,8200000,20700000,10,10800000,7000000,25000000,10600000, Rejected
978,2, No,7000000,24200000,8,13700000,4100000,26100000,9100000, Approved
979,2, No,2400000,8800000,18,3200000,1500000,6700000,1400000, Rejected
980,5, No,6600000,18800000,4,3200000,1100000,25100000,4300000, Approved
981,3, No,3200000,6900000,20,1500000,3700000,9200000,3100000, Approved
982,0, Yes,2600000,5400000,2,100000,4900000,6100000,2700000, Rejected
983,3, No,6900000,15600000,20,4500000,3600000,20400000,4800000, Rejected
984,4, No,4800000,14000000,2,11300000,1700000,15400000,4600000, Approved
985,1, Yes,300000,1200000,4,700000,300000,800000,200000, Approved
986,1, Yes,4300000,14100000,12,2100000,1100000,14100000,5500000, Rejected
987,5, No,700000,2400000,20,1300000,700000,2500000,500000, Rejected
988,5, No,9400000,25800000,14,28200000,15400000,30800000,11100000, Approved
989,3, Yes,800000,2900000,10,600000,500000,2900000,400000, Approved
990,5, No,4400000,14900000,4,8200000,6200000,14900000,3500000, Approved
991,1, Yes,4700000,14800000,6,8500000,6000000,13600000,6400000, Approved
992,2, No,2300000,5000000,8,1400000,1700000,6100000,1500000, Approved
993,5, Yes,8500000,26700000,10,500000,16600000,24400000,9600000, Approved
994,2, No,7600000,28300000,12,19700000,14800000,15600000,7800000, Approved
995,2, No,3200000,12600000,18,6200000,3500000,9600000,2000000, Approved
996,4, No,2400000,5000000,4,1500000,2800000,6900000,1400000, Approved
997,0, Yes,500000,1100000,18,1500000,500000,1800000,600000, Rejected
998,3, Yes,8500000,28300000,2,25200000,4300000,18500000,10700000, Approved
999,0, Yes,8900000,20900000,18,18800000,700000,32700000,5300000, Approved
1000,0, No,2800000,5600000,8,0,1300000,6100000,1900000, Approved
1001,3, Yes,2900000,7000000,4,5700000,5600000,5900000,3000000, Approved
1002,1, Yes,4900000,17700000,8,9200000,7300000,16400000,3000000, Approved
1003,5, No,9600000,20700000,14,25800000,9800000,31800000,8200000, Rejected
1004,3, Yes,3300000,9800000,6,4500000,600000,11000000,4400000, Rejected
1005,3, No,2800000,5900000,4,1600000,400000,8900000,2800000, Rejected
1006,2, No,7800000,22200000,10,9700000,4600000,23000000,6900000, Approved
1007,4, Yes,2500000,8400000,12,6300000,1300000,8400000,1600000, Approved
1008,0, No,4400000,10600000,20,6800000,4600000,16800000,5400000, Approved
1009,0, No,7900000,30800000,4,5000000,14600000,23800000,5500000, Approved
1010,1, No,8900000,22600000,18,8400000,15500000,27900000,11700000, Approved
1011,0, No,5600000,13400000,2,3400000,4100000,14800000,4100000, Rejected
1012,1, No,1400000,3300000,8,3200000,800000,2700000,800000, Rejected
1013,5, Yes,500000,1400000,4,500000,100000,1300000,300000, Rejected
1014,1, Yes,5100000,15300000,4,6900000,3300000,17600000,2700000, Approved
1015,3, No,9800000,25600000,10,24400000,6700000,37000000,11500000, Rejected
1016,2, Yes,8600000,21600000,16,15400000,300000,26800000,7100000, Approved
1017,3, No,1600000,3900000,20,900000,2500000,3200000,800000, Approved
1018,1, Yes,2500000,6700000,2,3400000,2600000,9400000,1400000, Rejected
1019,0, No,9500000,22600000,6,24700000,13200000,29000000,5600000, Approved
1020,2, Yes,3000000,7800000,14,6600000,2700000,9600000,1700000, Approved
1021,0, No,5100000,13600000,18,1700000,3700000,14400000,7600000, Rejected
1022,2, Yes,7600000,23600000,6,20200000,2900000,22100000,10900000, Rejected
1023,5, No,8800000,18800000,14,17300000,10100000,32700000,5400000, Approved
1024,4, Yes,1100000,2900000,4,2800000,1000000,4100000,1600000, Approved
1025,3, No,8700000,30500000,2,11800000,1800000,24600000,8100000, Approved
1026,5, No,6100000,23600000,4,17400000,5100000,15600000,4800000, Approved
1027,2, Yes,1900000,7000000,14,4800000,3500000,4500000,2100000, Approved
1028,1, No,9900000,38700000,6,19400000,12600000,35800000,6500000, Approved
1029,0, No,5800000,21100000,6,7900000,2400000,16000000,5600000, Rejected
1030,2, Yes,9500000,37000000,8,21800000,18300000,19200000,11700000, Approved
1031,3, Yes,7900000,26600000,12,17100000,1400000,22500000,8700000, Rejected
1032,1, Yes,1300000,4500000,14,2700000,2100000,3700000,1600000, Approved
1033,4, Yes,700000,2600000,18,600000,600000,2100000,300000, Rejected
1034,3, No,600000,1200000,2,1100000,500000,2300000,700000, Approved
1035,0, No,9400000,33000000,4,15400000,5000000,25100000,7800000, Approved
1036,2, Yes,3800000,12500000,14,3700000,6700000,14600000,5300000, Approved
1037,3, Yes,7800000,26300000,20,1200000,11300000,24100000,5300000, Approved
1038,3, Yes,7800000,27700000,6,2000000,8000000,26100000,5300000, Rejected
1039,4, No,2700000,7000000,4,1100000,2300000,8300000,2700000, Rejected
1040,5, No,600000,2300000,4,0,0,1900000,200000, Rejected
1041,3, Yes,8000000,28800000,10,18800000,7500000,16300000,11900000, Approved
1042,0, Yes,4000000,11000000,8,4400000,6100000,14700000,4200000, Approved
1043,1, Yes,3300000,10800000,2,6000000,3800000,11000000,4700000, Approved
1044,2, No,5800000,13300000,4,8400000,5400000,18600000,4500000, Approved
1045,3, Yes,2400000,4800000,12,6800000,300000,7300000,3300000, Approved
1046,4, No,7600000,29700000,6,3200000,2900000,27800000,11000000, Approved
1047,2, Yes,2500000,6900000,12,5800000,1600000,6400000,3600000, Rejected
1048,2, No,3300000,11800000,4,5700000,3700000,6800000,2600000, Approved
1049,3, No,9800000,30300000,2,10700000,4600000,32100000,5600000, Approved
1050,0, Yes,1000000,3800000,8,2500000,1000000,2100000,1300000, Approved
1051,0, Yes,2500000,8800000,14,7300000,1400000,8500000,3600000, Rejected
1052,0, No,1900000,6800000,4,100000,3400000,4900000,2400000, Approved
1053,3, No,3100000,8500000,12,8700000,5100000,12000000,2000000, Rejected
1054,5, Yes,6000000,11900000,2,2500000,0,19200000,4200000, Approved
1055,5, No,6500000,21600000,10,1600000,10900000,22300000,6600000, Rejected
1056,2, Yes,5900000,15800000,2,14300000,4300000,20300000,5500000, Rejected
1057,5, Yes,6500000,15800000,16,9200000,9900000,17400000,7100000, Rejected
1058,0, Yes,3800000,11200000,20,1100000,6400000,12000000,5400000, Rejected
1059,3, Yes,3000000,11400000,10,1800000,4200000,10900000,1500000, Rejected
1060,0, No,4300000,16900000,18,200000,5800000,12000000,6200000, Rejected
1061,4, Yes,3500000,8300000,2,7900000,5500000,12600000,1800000, Approved
1062,3, No,300000,500000,2,700000,200000,800000,400000, Rejected
1063,3, Yes,600000,1400000,16,600000,300000,2400000,900000, Rejected
1064,0, Yes,800000,1700000,4,2300000,1100000,3200000,400000, Approved
1065,0, Yes,5600000,19100000,14,16700000,4700000,15100000,7700000, Approved
1066,2, Yes,1800000,3600000,4,3400000,1100000,6200000,1500000, Rejected
1067,0, No,6800000,20800000,20,16500000,11900000,26700000,8000000, Approved
1068,2, Yes,4200000,16800000,2,3300000,0,14100000,3700000, Approved
1069,1, Yes,200000,400000,6,300000,100000,600000,0, Approved
1070,2, Yes,8500000,31800000,6,17000000,900000,26600000,5600000, Approved
1071,2, Yes,2800000,10100000,16,2900000,2900000,7200000,4100000, Rejected
1072,0, Yes,3600000,8600000,6,3500000,3300000,11300000,5200000, Rejected
1073,1, No,6200000,19500000,20,3300000,7100000,22400000,8000000, Rejected
1074,1, No,2700000,10000000,2,6500000,2700000,7700000,3400000, Approved
1075,1, No,6800000,22900000,4,3900000,9400000,17300000,4400000, Approved
1076,2, No,6300000,24500000,18,10200000,3500000,18200000,8200000, Approved
1077,4, No,8800000,19100000,6,17600000,8800000,20600000,12400000, Approved
1078,1, No,5900000,13000000,2,16300000,5000000,12000000,3800000, Rejected
1079,5, Yes,9800000,37900000,18,6700000,4900000,34300000,6200000, Rejected
1080,2, No,3300000,8300000,6,4700000,3100000,8300000,4600000, Approved
1081,4, Yes,300000,500000,14,700000,100000,800000,100000, Rejected
1082,1, Yes,4800000,11600000,16,1400000,9400000,11800000,6500000, Approved
1083,1, No,7500000,28300000,16,9700000,1100000,16300000,6700000, Approved
1084,2, No,8600000,21700000,4,5500000,10800000,30900000,6000000, Rejected
1085,4, No,8900000,21100000,6,4200000,200000,25800000,6200000, Approved
1086,5, Yes,9600000,29600000,4,22900000,3500000,36600000,13200000, Approved
1087,0, Yes,7700000,18100000,18,6100000,5100000,23800000,6300000, Approved
1088,3, Yes,7000000,15200000,2,10300000,12500000,20700000,4000000, Approved
1089,4, Yes,7800000,19500000,14,1900000,9000000,20400000,4400000, Approved
1090,3, No,5100000,11000000,6,-100000,5800000,11600000,7500000, Rejected
1091,4, No,9400000,32600000,4,18200000,4000000,22000000,10200000, Approved
1092,4, Yes,600000,2100000,6,1300000,1000000,2200000,300000, Approved
1093,3, No,5100000,13300000,4,11200000,2700000,20200000,6100000, Approved
1094,2, Yes,3800000,14400000,2,2300000,1400000,7600000,2400000, Rejected
1095,2, Yes,5300000,21200000,14,2200000,5000000,20900000,7700000, Rejected
1096,5, No,1100000,3600000,12,1300000,700000,3100000,1400000, Rejected
1097,3, No,6400000,14400000,10,10600000,10000000,21200000,5100000, Rejected
1098,0, Yes,5100000,14500000,14,11000000,1100000,12300000,6000000, Approved
1099,3, Yes,5300000,16900000,2,15800000,3100000,14300000,6800000, Approved
1100,1, No,6700000,18700000,8,9300000,4100000,17100000,6900000, Approved
1101,2, No,4000000,9400000,8,4400000,3700000,10200000,4800000, Approved
1102,2, Yes,3900000,11600000,8,5800000,3100000,12900000,5000000, Approved
1103,1, Yes,1600000,4900000,16,4300000,1100000,3900000,2000000, Rejected
1104,3, No,2700000,7800000,14,5400000,5300000,5700000,2100000, Approved
1105,3, No,1400000,3800000,8,1700000,200000,5300000,1500000, Approved
1106,4, Yes,8000000,19200000,18,2500000,8900000,19000000,5300000, Approved
1107,3, Yes,8200000,28900000,10,23800000,4500000,28700000,10900000, Approved
1108,5, Yes,4800000,10300000,8,4800000,6800000,11100000,4300000, Approved
1109,4, No,8100000,19000000,6,4100000,14500000,19100000,11900000, Rejected
1110,4, No,5900000,14900000,14,2600000,9500000,16000000,3500000, Approved
1111,5, Yes,8100000,32100000,6,18200000,1800000,24100000,6500000, Approved
1112,0, No,1400000,5000000,8,1800000,1900000,3200000,1500000, Approved
1113,1, No,1600000,6300000,2,3000000,600000,5200000,900000, Approved
1114,4, No,4600000,9400000,18,800000,2400000,11500000,6300000, Rejected
1115,1, No,2900000,8900000,6,900000,5600000,9700000,1800000, Rejected
1116,2, Yes,8600000,24900000,20,13600000,7600000,31800000,5400000, Approved
1117,4, No,3800000,14900000,20,6500000,3500000,12200000,2500000, Rejected
1118,0, No,8200000,20300000,4,13100000,10200000,25900000,7800000, Approved
1119,3, No,3200000,10100000,20,3400000,4800000,9000000,3900000, Approved
1120,0, Yes,8100000,23800000,10,5400000,15500000,20700000,8800000, Approved
1121,1, Yes,9800000,23300000,12,3200000,12600000,30500000,13900000, Rejected
1122,0, No,200000,500000,20,500000,200000,600000,200000, Approved
1123,0, No,6600000,14100000,20,6800000,5100000,25400000,7800000, Rejected
1124,0, No,9100000,18300000,14,6100000,9200000,34100000,10000000, Rejected
1125,2, No,5500000,20400000,12,8800000,9400000,12300000,3300000, Approved
1126,4, No,7200000,27400000,8,14100000,14200000,19400000,9500000, Approved
1127,1, No,2400000,5600000,16,3700000,600000,7200000,3400000, Rejected
1128,4, No,9600000,25500000,20,4000000,11400000,23800000,11100000, Rejected
1129,1, Yes,5800000,16700000,12,1100000,9700000,17200000,7500000, Approved
1130,4, No,2300000,6000000,8,6000000,400000,4800000,2200000, Approved
1131,1, No,300000,1200000,4,800000,100000,1100000,200000, Approved
1132,0, No,9900000,27000000,16,3500000,17300000,36900000,11500000, Approved
1133,2, No,3500000,14000000,2,8700000,1600000,11800000,2900000, Approved
1134,2, No,4800000,18500000,20,5700000,5500000,14700000,5800000, Approved
1135,2, No,1600000,5200000,16,300000,2900000,5600000,1600000, Rejected
1136,5, Yes,800000,2500000,12,500000,0,3200000,800000, Rejected
1137,1, Yes,9000000,33500000,18,18800000,10500000,28100000,5300000, Approved
1138,1, No,8300000,28900000,12,18300000,3900000,32500000,5800000, Rejected
1139,4, No,2800000,6100000,18,2200000,4200000,8400000,2000000, Rejected
1140,1, Yes,6400000,17300000,10,10000000,1100000,15400000,8200000, Approved
1141,2, Yes,6000000,12600000,16,4800000,5300000,23900000,5100000, Approved
1142,0, No,2900000,9800000,16,5400000,4300000,8600000,2400000, Rejected
1143,0, No,6500000,24100000,20,3300000,6000000,22900000,9700000, Rejected
1144,1, Yes,200000,400000,8,200000,200000,700000,300000, Approved
1145,1, No,8400000,24600000,14,1800000,13100000,31300000,8200000, Approved
1146,1, Yes,6100000,17800000,20,16000000,10900000,16900000,4300000, Approved
1147,2, Yes,8000000,31200000,8,6800000,3500000,21000000,10300000, Approved
1148,5, Yes,900000,1800000,14,2300000,300000,1800000,700000, Rejected
1149,2, No,7300000,20000000,6,13100000,10700000,17900000,9100000, Approved
1150,4, Yes,3700000,7400000,12,4800000,6800000,10500000,4400000, Rejected
1151,2, No,5200000,17200000,12,3500000,1300000,20000000,6300000, Approved
1152,1, No,7200000,21000000,14,3500000,11600000,21800000,4600000, Rejected
1153,0, Yes,9400000,34200000,10,13100000,15600000,32600000,6300000, Rejected
1154,3, Yes,3400000,12400000,2,2500000,3900000,12200000,4600000, Approved
1155,0, No,600000,2300000,8,1800000,500000,2200000,300000, Approved
1156,0, Yes,3300000,10000000,16,3000000,4100000,12900000,4100000, Rejected
1157,2, Yes,5900000,14300000,2,11900000,4400000,16900000,4100000, Rejected
1158,3, No,1300000,3600000,16,2400000,2300000,3300000,1900000, Approved
1159,4, Yes,5700000,16900000,4,13000000,7400000,22000000,8400000, Approved
1160,2, No,7700000,27300000,16,7300000,4600000,24800000,9100000, Approved
1161,4, Yes,7000000,23500000,18,15000000,9500000,19700000,7800000, Rejected
1162,5, No,8100000,21900000,18,5200000,3400000,16200000,9600000, Rejected
1163,1, Yes,1900000,4200000,4,4700000,2800000,7500000,900000, Approved
1164,2, No,4500000,9100000,18,-100000,600000,12400000,2500000, Approved
1165,0, Yes,9600000,34000000,12,23800000,10300000,38100000,7800000, Approved
1166,1, Yes,5400000,20700000,8,1900000,800000,19000000,3600000, Approved
1167,1, Yes,7800000,27200000,16,16100000,3400000,17100000,11400000, Rejected
1168,1, Yes,8200000,19100000,8,17200000,12200000,31500000,6600000, Approved
1169,2, No,8900000,28500000,6,22200000,16600000,21500000,9300000, Rejected
1170,1, No,1400000,3100000,20,200000,1200000,4200000,1800000, Rejected
1171,2, No,1700000,5900000,16,3100000,300000,3700000,1300000, Approved
1172,0, No,5300000,19500000,12,9800000,3300000,15200000,3200000, Approved
1173,3, No,6500000,25200000,10,15400000,10900000,14000000,8100000, Approved
1174,2, No,5900000,14000000,8,4700000,9500000,17800000,6700000, Approved
1175,4, Yes,9800000,27000000,2,18700000,3000000,23000000,9700000, Rejected
1176,3, Yes,7700000,16200000,6,11500000,15100000,22500000,6400000, Rejected
1177,1, No,7900000,27100000,10,20000000,9800000,22200000,6600000, Approved
1178,4, No,3500000,8900000,20,7100000,1500000,13700000,3200000, Approved
1179,4, No,2400000,6600000,2,6100000,3300000,5600000,3000000, Approved
1180,5, No,9900000,35700000,10,7900000,4300000,39200000,13000000, Rejected
1181,0, No,3900000,14500000,8,5900000,3000000,10300000,3400000, Rejected
1182,2, Yes,7300000,28500000,10,21500000,3100000,15800000,4300000, Approved
1183,0, Yes,6400000,21900000,12,15400000,10100000,24000000,5300000, Approved
1184,4, No,7100000,19800000,18,7100000,3400000,20900000,7100000, Rejected
1185,2, No,8800000,19000000,14,13700000,13900000,27100000,6100000, Approved
1186,5, No,7400000,21000000,4,21300000,3800000,26400000,3900000, Approved
1187,2, No,4400000,12000000,20,9300000,2700000,15700000,3400000, Rejected
1188,3, Yes,8600000,30300000,14,12000000,4100000,23800000,9100000, Rejected
1189,3, No,6900000,26000000,14,14800000,4200000,18500000,3600000, Approved
1190,4, No,9600000,27500000,20,23400000,7500000,37800000,6300000, Approved
1191,2, Yes,8100000,25700000,8,22300000,11500000,19800000,9500000, Rejected
1192,0, No,2600000,9400000,18,2800000,1400000,5100000,2300000, Approved
1193,3, Yes,9300000,26100000,14,4700000,16100000,34500000,11600000, Approved
1194,2, Yes,2100000,5600000,16,400000,300000,7100000,1200000, Rejected
1195,4, Yes,9000000,21500000,14,16600000,17300000,24300000,13100000, Rejected
1196,3, Yes,7000000,19200000,4,8600000,13700000,19200000,7700000, Approved
1197,3, No,2200000,6400000,20,6300000,3900000,8300000,2900000, Approved
1198,5, Yes,7500000,28200000,2,8200000,5800000,24400000,6000000, Approved
1199,1, Yes,8300000,16800000,2,22000000,6600000,27300000,4500000, Rejected
1200,2, No,300000,600000,2,600000,300000,1100000,400000, Rejected
1201,0, Yes,300000,800000,4,800000,200000,600000,200000, Approved
1202,3, No,3900000,14900000,4,4700000,4000000,14900000,5500000, Approved
1203,0, No,6600000,20300000,6,10800000,900000,23100000,9800000, Rejected
1204,0, No,4100000,10700000,8,11500000,700000,11200000,3100000, Approved
1205,5, Yes,1800000,5300000,12,2800000,2000000,4700000,2000000, Rejected
1206,3, Yes,7000000,16100000,16,2000000,5200000,23000000,10000000, Rejected
1207,2, Yes,5100000,13700000,6,7800000,9800000,12700000,5100000, Approved
1208,1, Yes,300000,600000,8,600000,300000,1100000,200000, Approved
1209,4, Yes,4300000,11400000,2,10000000,3900000,8900000,3300000, Approved
1210,0, Yes,3200000,12000000,14,5200000,1400000,12100000,3400000, Approved
1211,4, Yes,4200000,11500000,6,10600000,7600000,11300000,5000000, Approved
1212,0, Yes,9600000,22900000,8,4300000,14700000,33300000,7800000, Rejected
1213,4, No,1300000,3600000,10,3200000,1900000,2900000,1100000, Approved
1214,3, No,2400000,9300000,2,3100000,4400000,5200000,1500000, Approved
1215,0, No,600000,1600000,10,1600000,100000,1100000,300000, Approved
1216,5, Yes,9600000,38000000,10,2100000,13600000,38200000,9400000, Rejected
1217,0, No,400000,1200000,4,900000,300000,1200000,300000, Approved
1218,4, No,5900000,19900000,14,14200000,6800000,22100000,3200000, Rejected
1219,0, Yes,700000,1400000,10,1300000,200000,1700000,500000, Approved
1220,0, Yes,8600000,17700000,20,22000000,0,30800000,7400000, Approved
1221,0, Yes,9000000,34000000,4,2000000,8900000,20000000,12400000, Approved
1222,3, Yes,5100000,20400000,6,1700000,2600000,11800000,7600000, Approved
1223,4, Yes,500000,1500000,6,1300000,500000,1700000,200000, Rejected
1224,2, No,1600000,3800000,10,3800000,1100000,5500000,1600000, Approved
1225,0, Yes,9800000,23900000,14,1000000,13400000,21100000,7200000, Rejected
1226,4, No,7800000,29700000,20,22000000,700000,26800000,6300000, Approved
1227,4, No,6500000,24000000,16,5600000,5100000,15600000,6700000, Rejected
1228,5, Yes,7500000,26500000,12,16500000,2900000,23700000,6000000, Rejected
1229,4, Yes,8900000,23400000,18,16500000,3100000,24900000,5800000, Approved
1230,4, Yes,1800000,5800000,14,600000,3300000,3600000,2000000, Rejected
1231,1, Yes,7600000,27800000,6,1300000,700000,20100000,10900000, Rejected
1232,4, Yes,1200000,4600000,6,1900000,200000,4800000,1500000, Approved
1233,5, Yes,2700000,10400000,2,2800000,700000,10300000,1400000, Approved
1234,1, Yes,4600000,10900000,12,1200000,1200000,10900000,6600000, Rejected
1235,2, No,6900000,18700000,10,12800000,5700000,21200000,5200000, Approved
1236,4, Yes,8400000,25200000,2,8100000,9300000,27700000,10500000, Approved
1237,0, No,300000,500000,18,300000,400000,1200000,100000, Approved
1238,2, Yes,9500000,37500000,4,10200000,16800000,34100000,12900000, Approved
1239,3, Yes,1900000,5900000,8,700000,2100000,6200000,1500000, Approved
1240,3, No,4200000,14500000,20,4500000,5900000,8900000,4600000, Approved
1241,4, Yes,2200000,7900000,18,5100000,1700000,8500000,1600000, Approved
1242,5, Yes,7100000,19700000,4,7700000,12900000,23600000,5800000, Approved
1243,4, No,3500000,11600000,10,6300000,5200000,10300000,2300000, Rejected
1244,5, No,400000,800000,18,900000,500000,1400000,400000, Rejected
1245,2, Yes,8800000,34400000,2,10500000,12500000,29300000,5900000, Approved
1246,0, No,1800000,6600000,10,5000000,2000000,6000000,1500000, Approved
1247,1, Yes,7600000,29300000,14,13900000,4000000,30000000,9100000, Approved
1248,1, Yes,1000000,3200000,4,2000000,1500000,2200000,1300000, Approved
1249,2, Yes,8200000,27200000,10,9200000,6400000,25500000,6000000, Approved
1250,5, Yes,3600000,12400000,8,8800000,1000000,10700000,4000000, Rejected
1251,5, No,9400000,23700000,18,21500000,3500000,22400000,5600000, Approved
1252,5, No,2600000,9100000,4,6400000,1400000,5900000,3400000, Approved
1253,5, No,9500000,30700000,10,16300000,3700000,30300000,13100000, Approved
1254,0, Yes,3500000,11700000,14,2700000,700000,11400000,4800000, Approved
1255,5, Yes,9800000,35700000,10,9400000,18900000,31200000,12000000, Approved
1256,4, No,800000,3100000,18,400000,700000,1900000,1100000, Approved
1257,0, No,9700000,37300000,20,12100000,16200000,24100000,10500000, Approved
1258,3, No,6200000,21300000,12,6500000,11600000,19200000,5000000, Approved
1259,1, Yes,4400000,16600000,18,800000,5300000,13400000,5100000, Rejected
