loan_id,no_of_dependents,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
867,0, Yes,89000.0,230000.0,12,56000.0,112000.0,271000.0,71000.0, Approved
868,3, No,51000.0,145000.0,12,7000.0,88000.0,116000.0,29000.0, Rejected
869,2, Yes,63000.0,195000.0,18,159000.0,72000.0,199000.0,65000.0, Rejected
870,3, No,66000.0,221000.0,4,38000.0,30000.0,251000.0,74000.0, Approved
871,1, Yes,48000.0,147000.0,2,71000.0,88000.0,134000.0,55000.0, Approved
872,0, No,2000.0,4000.0,4,5000.0,0.0,4000.0,1000.0, Approved
873,0, Yes,75000.0,258000.0,18,91000.0,6000.0,186000.0,65000.0, Approved
874,4, No,90000.0,347000.0,4,48000.0,95000.0,341000.0,77000.0, Approved
875,2, No,54000.0,125000.0,4,144000.0,29000.0,118000.0,54000.0, Approved
876,1, Yes,17000.0,45000.0,20,2000.0,6000.0,54000.0,19000.0, Rejected
877,4, No,43000.0,115000.0,20,111000.0,60000.0,170000.0,52000.0, Rejected
878,1, No,52000.0,112000.0,6,141000.0,76000.0,188000.0,27000.0, Approved
879,4, No,44000.0,170000.0,18,10000.0,21000.0,140000.0,57000.0, Rejected
880,1, Yes,39000.0,78000.0,14,112000.0,5000.0,118000.0,36000.0, Rejected
881,0, No,11000.0,33000.0,10,28000.0,3000.0,29000.0,16000.0, Rejected
882,2, No,25000.0,82000.0,10,15000.0,41000.0,59000.0,22000.0, Rejected
883,4, No,5000.0,13000.0,8,5000.0,3000.0,15000.0,7000.0, Rejected
884,0, Yes,90000.0,324000.0,10,168000.0,58000.0,207000.0,95000.0, Approved
885,1, Yes,51000.0,203000.0,18,118000.0,34000.0,134000.0,32000.0, Approved
886,2, No,52000.0,135000.0,2,70000.0,52000.0,155000.0,61000.0, Approved
887,5, Yes,44000.0,89000.0,4,81000.0,10000.0,142000.0,30000.0, Approved
888,1, No,19000.0,42000.0,12,52000.0,15000.0,50000.0,27000.0, Approved
889,4, Yes,92000.0,265000.0,6,10000.0,4000.0,269000.0,53000.0, Approved
890,2, Yes,48000.0,165000.0,10,20000.0,65000.0,114000.0,29000.0, Rejected
891,4, No,49000.0,107000.0,20,12000.0,4000.0,111000.0,65000.0, Rejected
892,3, Yes,48000.0,101000.0,4,91000.0,51000.0,165000.0,35000.0, Rejected
893,4, No,93000.0,249000.0,14,276000.0,47000.0,351000.0,139000.0, Rejected
894,5, Yes,75000.0,246000.0,8,16000.0,36000.0,167000.0,93000.0, Approved
895,1, No,59000.0,168000.0,4,112000.0,97000.0,228000.0,71000.0, Approved
896,0, No,94000.0,279000.0,6,214000.0,185000.0,356000.0,78000.0, Rejected
897,5, No,53000.0,134000.0,8,16000.0,2000.0,114000.0,53000.0, Approved
898,4, No,37000.0,90000.0,18,78000.0,16000.0,134000.0,31000.0, Approved
899,0, Yes,25000.0,58000.0,18,51000.0,44000.0,85000.0,23000.0, Rejected
900,4, No,28000.0,108000.0,2,7000.0,26000.0,71000.0,41000.0, Approved
901,0, Yes,54000.0,214000.0,8,82000.0,64000.0,167000.0,74000.0, Approved
902,5, No,31000.0,94000.0,10,2000.0,53000.0,80000.0,28000.0, Rejected
903,5, No,48000.0,155000.0,10,95000.0,15000.0,178000.0,35000.0, Approved
904,1, No,88000.0,175000.0,20,18000.0,36000.0,240000.0,74000.0, Approved
905,2, No,41000.0,149000.0,12,-1000.0,52000.0,130000.0,34000.0, Approved
906,5, No,97000.0,370000.0,14,287000.0,179000.0,228000.0,56000.0, Rejected
907,2, Yes,64000.0,241000.0,6,25000.0,63000.0,202000.0,60000.0, Approved
908,5, No,34000.0,131000.0,20,9000.0,45000.0,86000.0,40000.0, Rejected
909,4, No,35000.0,102000.0,12,76000.0,64000.0,81000.0,34000.0, Rejected
910,3, No,32000.0,100000.0,18,33000.0,1000.0,98000.0,21000.0, Rejected
911,2, Yes,49000.0,131000.0,18,82000.0,33000.0,165000.0,72000.0, Approved
912,0, Yes,13000.0,48000.0,4,5000.0,1000.0,33000.0,8000.0, Rejected
913,4, No,25000.0,54000.0,10,34000.0,15000.0,99000.0,29000.0, Approved
914,0, No,75000.0,273000.0,20,116000.0,28000.0,262000.0,61000.0, Approved
915,2, No,7000.0,20000.0,8,19000.0,11000.0,22000.0,4000.0, Approved
916,4, Yes,82000.0,285000.0,2,68000.0,112000.0,264000.0,115000.0, Approved
917,1, No,69000.0,262000.0,4,145000.0,119000.0,149000.0,94000.0, Approved
918,1, Yes,15000.0,59000.0,16,42000.0,24000.0,48000.0,15000.0, Rejected
919,3, No,63000.0,183000.0,18,18000.0,94000.0,177000.0,35000.0, Rejected
920,0, Yes,88000.0,256000.0,10,253000.0,25000.0,349000.0,86000.0, Approved
921,4, Yes,89000.0,207000.0,6,11000.0,92000.0,204000.0,67000.0, Approved
922,3, Yes,21000.0,61000.0,8,55000.0,6000.0,45000.0,29000.0, Rejected
923,1, Yes,92000.0,292000.0,6,99000.0,129000.0,234000.0,117000.0, Approved
924,2, No,36000.0,80000.0,12,105000.0,30000.0,89000.0,27000.0, Approved
925,0, Yes,86000.0,236000.0,2,258000.0,53000.0,247000.0,75000.0, Rejected
926,5, No,30000.0,80000.0,6,32000.0,4000.0,82000.0,22000.0, Rejected
927,3, Yes,52000.0,163000.0,8,95000.0,70000.0,136000.0,73000.0, Rejected
928,3, Yes,72000.0,204000.0,10,0.0,132000.0,272000.0,106000.0, Approved
929,1, Yes,40000.0,156000.0,12,104000.0,28000.0,148000.0,32000.0, Rejected
930,1, No,24000.0,52000.0,2,61000.0,31000.0,85000.0,14000.0, Rejected
931,2, Yes,55000.0,184000.0,10,68000.0,44000.0,185000.0,41000.0, Rejected
932,0, Yes,90000.0,243000.0,10,129000.0,34000.0,269000.0,64000.0, Approved
933,0, Yes,79000.0,240000.0,20,186000.0,156000.0,218000.0,74000.0, Approved
934,2, Yes,62000.0,216000.0,20,186000.0,25000.0,245000.0,91000.0, Approved
935,3, Yes,79000.0,292000.0,4,232000.0,55000.0,302000.0,69000.0, Approved
936,3, No,12000.0,45000.0,6,14000.0,11000.0,44000.0,9000.0, Approved
937,1, No,47000.0,117000.0,6,118000.0,11000.0,151000.0,37000.0, Rejected
938,5, Yes,59000.0,156000.0,2,126000.0,47000.0,159000.0,59000.0, Approved
939,4, Yes,14000.0,51000.0,14,40000.0,10000.0,32000.0,14000.0, Rejected
940,3, Yes,47000.0,128000.0,16,22000.0,86000.0,117000.0,61000.0, Approved
941,5, Yes,76000.0,200000.0,10,215000.0,14000.0,204000.0,43000.0, Rejected
942,4, No,72000.0,169000.0,4,159000.0,71000.0,220000.0,96000.0, Approved
943,4, Yes,14000.0,43000.0,16,36000.0,12000.0,53000.0,10000.0, Rejected
944,5, No,14000.0,29000.0,4,8000.0,6000.0,54000.0,16000.0, Approved
945,2, No,79000.0,185000.0,18,202000.0,124000.0,196000.0,71000.0, Approved
946,5, Yes,76000.0,187000.0,14,85000.0,85000.0,222000.0,37000.0, Rejected
947,3, Yes,96000.0,342000.0,2,25000.0,20000.0,330000.0,67000.0, Approved
948,1, No,23000.0,66000.0,18,46000.0,9000.0,90000.0,16000.0, Rejected
949,2, No,81000.0,185000.0,6,191000.0,102000.0,310000.0,79000.0, Rejected
950,2, Yes,3000.0,7000.0,4,6000.0,0.0,12000.0,1000.0, Rejected
951,4, No,47000.0,108000.0,20,113000.0,68000.0,170000.0,45000.0, Rejected
952,5, No,11000.0,25000.0,4,24000.0,10000.0,41000.0,6000.0, Approved
953,4, No,86000.0,251000.0,6,144000.0,50000.0,260000.0,83000.0, Approved
954,5, Yes,87000.0,281000.0,10,255000.0,8000.0,259000.0,101000.0, Approved
955,0, No,22000.0,86000.0,4,9000.0,10000.0,44000.0,28000.0, Approved
956,1, Yes,5000.0,14000.0,10,9000.0,0.0,17000.0,3000.0, Approved
957,0, Yes,91000.0,220000.0,12,253000.0,156000.0,317000.0,70000.0, Rejected
958,1, No,22000.0,87000.0,12,5000.0,18000.0,57000.0,24000.0, Approved
959,0, Yes,22000.0,80000.0,14,28000.0,37000.0,69000.0,29000.0, Rejected
960,1, Yes,96000.0,345000.0,2,95000.0,9000.0,320000.0,93000.0, Approved
961,1, Yes,65000.0,139000.0,8,96000.0,3000.0,172000.0,83000.0, Rejected
962,4, Yes,24000.0,74000.0,18,27000.0,16000.0,76000.0,32000.0, Approved
963,4, No,55000.0,123000.0,6,129000.0,27000.0,198000.0,43000.0, Approved
964,0, No,50000.0,144000.0,4,30000.0,93000.0,141000.0,39000.0, Approved
965,1, No,27000.0,81000.0,16,20000.0,36000.0,81000.0,21000.0, Approved
966,3, Yes,85000.0,303000.0,12,127000.0,37000.0,200000.0,42000.0, Approved
967,1, No,44000.0,107000.0,18,22000.0,33000.0,127000.0,54000.0, Rejected
968,4, No,5000.0,18000.0,20,9000.0,3000.0,13000.0,2000.0, Approved
969,0, No,83000.0,214000.0,2,61000.0,123000.0,245000.0,102000.0, Approved
970,2, Yes,60000.0,130000.0,12,21000.0,25000.0,146000.0,56000.0, Rejected
971,3, Yes,40000.0,104000.0,14,21000.0,69000.0,117000.0,46000.0, Approved
972,5, Yes,44000.0,117000.0,20,9000.0,27000.0,155000.0,23000.0, Approved
973,3, Yes,44000.0,158000.0,18,72000.0,54000.0,149000.0,36000.0, Approved
974,2, Yes,19000.0,50000.0,14,10000.0,9000.0,55000.0,24000.0, Approved
975,0, Yes,50000.0,184000.0,12,146000.0,40000.0,105000.0,65000.0, Approved
976,0, No,80000.0,237000.0,10,222000.0,116000.0,172000.0,120000.0, Rejected
977,4, No,82000.0,207000.0,10,108000.0,70000.0,250000.0,106000.0, Rejected
978,2, No,70000.0,242000.0,8,137000.0,41000.0,261000.0,91000.0, Approved
979,2, No,24000.0,88000.0,18,32000.0,15000.0,67000.0,14000.0, Rejected
980,5, No,66000.0,188000.0,4,32000.0,11000.0,251000.0,43000.0, Approved
981,3, No,32000.0,69000.0,20,15000.0,37000.0,92000.0,31000.0, Approved
982,0, Yes,26000.0,54000.0,2,1000.0,49000.0,61000.0,27000.0, Rejected
983,3, No,69000.0,156000.0,20,45000.0,36000.0,204000.0,48000.0, Rejected
984,4, No,48000.0,140000.0,2,113000.0,17000.0,154000.0,46000.0, Approved
985,1, Yes,3000.0,12000.0,4,7000.0,3000.0,8000.0,2000.0, Approved
986,1, Yes,43000.0,141000.0,12,21000.0,11000.0,141000.0,55000.0, Rejected
987,5, No,7000.0,24000.0,20,13000.0,7000.0,25000.0,5000.0, Rejected
988,5, No,94000.0,258000.0,14,282000.0,154000.0,308000.0,111000.0, Approved
989,3, Yes,8000.0,29000.0,10,6000.0,5000.0,29000.0,4000.0, Approved
990,5, No,44000.0,149000.0,4,82000.0,62000.0,149000.0,35000.0, Approved
991,1, Yes,47000.0,148000.0,6,85000.0,60000.0,136000.0,64000.0, Approved
992,2, No,23000.0,50000.0,8,14000.0,17000.0,61000.0,15000.0, Approved
993,5, Yes,85000.0,267000.0,10,5000.0,166000.0,244000.0,96000.0, Approved
994,2, No,76000.0,283000.0,12,197000.0,148000.0,156000.0,78000.0, Approved
995,2, No,32000.0,126000.0,18,62000.0,35000.0,96000.0,20000.0, Approved
996,4, No,24000.0,50000.0,4,15000.0,28000.0,69000.0,14000.0, Approved
997,0, Yes,5000.0,11000.0,18,15000.0,5000.0,18000.0,6000.0, Rejected
998,3, Yes,85000.0,283000.0,2,252000.0,43000.0,185000.0,107000.0, Approved
999,0, Yes,89000.0,209000.0,18,188000.0,7000.0,327000.0,53000.0, Approved
1000,0, No,28000.0,56000.0,8,0.0,13000.0,61000.0,19000.0, Approved
1001,3, Yes,29000.0,70000.0,4,57000.0,56000.0,59000.0,30000.0, Approved
1002,1, Yes,49000.0,177000.0,8,92000.0,73000.0,164000.0,30000.0, Approved
1003,5, No,96000.0,207000.0,14,258000.0,98000.0,318000.0,82000.0, Rejected
1004,3, Yes,33000.0,98000.0,6,45000.0,6000.0,110000.0,44000.0, Rejected
1005,3, No,28000.0,59000.0,4,16000.0,4000.0,89000.0,28000.0, Rejected
1006,2, No,78000.0,222000.0,10,97000.0,46000.0,230000.0,69000.0, Approved
1007,4, Yes,25000.0,84000.0,12,63000.0,13000.0,84000.0,16000.0, Approved
1008,0, No,44000.0,106000.0,20,68000.0,46000.0,168000.0,54000.0, Approved
1009,0, No,79000.0,308000.0,4,50000.0,146000.0,238000.0,55000.0, Approved
1010,1, No,89000.0,226000.0,18,84000.0,155000.0,279000.0,117000.0, Approved
1011,0, No,56000.0,134000.0,2,34000.0,41000.0,148000.0,41000.0, Rejected
1012,1, No,14000.0,33000.0,8,32000.0,8000.0,27000.0,8000.0, Rejected
1013,5, Yes,5000.0,14000.0,4,5000.0,1000.0,13000.0,3000.0, Rejected
1014,1, Yes,51000.0,153000.0,4,69000.0,33000.0,176000.0,27000.0, Approved
1015,3, No,98000.0,256000.0,10,244000.0,67000.0,370000.0,115000.0, Rejected
1016,2, Yes,86000.0,216000.0,16,154000.0,3000.0,268000.0,71000.0, Approved
1017,3, No,16000.0,39000.0,20,9000.0,25000.0,32000.0,8000.0, Approved
1018,1, Yes,25000.0,67000.0,2,34000.0,26000.0,94000.0,14000.0, Rejected
1019,0, No,95000.0,226000.0,6,247000.0,132000.0,290000.0,56000.0, Approved
1020,2, Yes,30000.0,78000.0,14,66000.0,27000.0,96000.0,17000.0, Approved
1021,0, No,51000.0,136000.0,18,17000.0,37000.0,144000.0,76000.0, Rejected
1022,2, Yes,76000.0,236000.0,6,202000.0,29000.0,221000.0,109000.0, Rejected
1023,5, No,88000.0,188000.0,14,173000.0,101000.0,327000.0,54000.0, Approved
1024,4, Yes,11000.0,29000.0,4,28000.0,10000.0,41000.0,16000.0, Approved
1025,3, No,87000.0,305000.0,2,118000.0,18000.0,246000.0,81000.0, Approved
1026,5, No,61000.0,236000.0,4,174000.0,51000.0,156000.0,48000.0, Approved
1027,2, Yes,19000.0,70000.0,14,48000.0,35000.0,45000.0,21000.0, Approved
1028,1, No,99000.0,387000.0,6,194000.0,126000.0,358000.0,65000.0, Approved
1029,0, No,58000.0,211000.0,6,79000.0,24000.0,160000.0,56000.0, Rejected
1030,2, Yes,95000.0,370000.0,8,218000.0,183000.0,192000.0,117000.0, Approved
1031,3, Yes,79000.0,266000.0,12,171000.0,14000.0,225000.0,87000.0, Rejected
1032,1, Yes,13000.0,45000.0,14,27000.0,21000.0,37000.0,16000.0, Approved
1033,4, Yes,7000.0,26000.0,18,6000.0,6000.0,21000.0,3000.0, Rejected
1034,3, No,6000.0,12000.0,2,11000.0,5000.0,23000.0,7000.0, Approved
1035,0, No,94000.0,330000.0,4,154000.0,50000.0,251000.0,78000.0, Approved
1036,2, Yes,38000.0,125000.0,14,37000.0,67000.0,146000.0,53000.0, Approved
1037,3, Yes,78000.0,263000.0,20,12000.0,113000.0,241000.0,53000.0, Approved
1038,3, Yes,78000.0,277000.0,6,20000.0,80000.0,261000.0,53000.0, Rejected
1039,4, No,27000.0,70000.0,4,11000.0,23000.0,83000.0,27000.0, Rejected
1040,5, No,6000.0,23000.0,4,0.0,0.0,19000.0,2000.0, Rejected
1041,3, Yes,80000.0,288000.0,10,188000.0,75000.0,163000.0,119000.0, Approved
1042,0, Yes,40000.0,110000.0,8,44000.0,61000.0,147000.0,42000.0, Approved
1043,1, Yes,33000.0,108000.0,2,60000.0,38000.0,110000.0,47000.0, Approved
1044,2, No,58000.0,133000.0,4,84000.0,54000.0,186000.0,45000.0, Approved
1045,3, Yes,24000.0,48000.0,12,68000.0,3000.0,73000.0,33000.0, Approved
1046,4, No,76000.0,297000.0,6,32000.0,29000.0,278000.0,110000.0, Approved
1047,2, Yes,25000.0,69000.0,12,58000.0,16000.0,64000.0,36000.0, Rejected
1048,2, No,33000.0,118000.0,4,57000.0,37000.0,68000.0,26000.0, Approved
1049,3, No,98000.0,303000.0,2,107000.0,46000.0,321000.0,56000.0, Approved
1050,0, Yes,10000.0,38000.0,8,25000.0,10000.0,21000.0,13000.0, Approved
1051,0, Yes,25000.0,88000.0,14,73000.0,14000.0,85000.0,36000.0, Rejected
1052,0, No,19000.0,68000.0,4,1000.0,34000.0,49000.0,24000.0, Approved
1053,3, No,31000.0,85000.0,12,87000.0,51000.0,120000.0,20000.0, Rejected
1054,5, Yes,60000.0,119000.0,2,25000.0,0.0,192000.0,42000.0, Approved
1055,5, No,65000.0,216000.0,10,16000.0,109000.0,223000.0,66000.0, Rejected
1056,2, Yes,59000.0,158000.0,2,143000.0,43000.0,203000.0,55000.0, Rejected
1057,5, Yes,65000.0,158000.0,16,92000.0,99000.0,174000.0,71000.0, Rejected
1058,0, Yes,38000.0,112000.0,20,11000.0,64000.0,120000.0,54000.0, Rejected
1059,3, Yes,30000.0,114000.0,10,18000.0,42000.0,109000.0,15000.0, Rejected
1060,0, No,43000.0,169000.0,18,2000.0,58000.0,120000.0,62000.0, Rejected
1061,4, Yes,35000.0,83000.0,2,79000.0,55000.0,126000.0,18000.0, Approved
1062,3, No,3000.0,5000.0,2,7000.0,2000.0,8000.0,4000.0, Rejected
1063,3, Yes,6000.0,14000.0,16,6000.0,3000.0,24000.0,9000.0, Rejected
1064,0, Yes,8000.0,17000.0,4,23000.0,11000.0,32000.0,4000.0, Approved
1065,0, Yes,56000.0,191000.0,14,167000.0,47000.0,151000.0,77000.0, Approved
1066,2, Yes,18000.0,36000.0,4,34000.0,11000.0,62000.0,15000.0, Rejected
1067,0, No,68000.0,208000.0,20,165000.0,119000.0,267000.0,80000.0, Approved
1068,2, Yes,42000.0,168000.0,2,33000.0,0.0,141000.0,37000.0, Approved
1069,1, Yes,2000.0,4000.0,6,3000.0,1000.0,6000.0,0.0, Approved
1070,2, Yes,85000.0,318000.0,6,170000.0,9000.0,266000.0,56000.0, Approved
1071,2, Yes,28000.0,101000.0,16,29000.0,29000.0,72000.0,41000.0, Rejected
1072,0, Yes,36000.0,86000.0,6,35000.0,33000.0,113000.0,52000.0, Rejected
1073,1, No,62000.0,195000.0,20,33000.0,71000.0,224000.0,80000.0, Rejected
1074,1, No,27000.0,100000.0,2,65000.0,27000.0,77000.0,34000.0, Approved
1075,1, No,68000.0,229000.0,4,39000.0,94000.0,173000.0,44000.0, Approved
1076,2, No,63000.0,245000.0,18,102000.0,35000.0,182000.0,82000.0, Approved
1077,4, No,88000.0,191000.0,6,176000.0,88000.0,206000.0,124000.0, Approved
1078,1, No,59000.0,130000.0,2,163000.0,50000.0,120000.0,38000.0, Rejected
1079,5, Yes,98000.0,379000.0,18,67000.0,49000.0,343000.0,62000.0, Rejected
1080,2, No,33000.0,83000.0,6,47000.0,31000.0,83000.0,46000.0, Approved
1081,4, Yes,3000.0,5000.0,14,7000.0,1000.0,8000.0,1000.0, Rejected
1082,1, Yes,48000.0,116000.0,16,14000.0,94000.0,118000.0,65000.0, Approved
1083,1, No,75000.0,283000.0,16,97000.0,11000.0,163000.0,67000.0, Approved
1084,2, No,86000.0,217000.0,4,55000.0,108000.0,309000.0,60000.0, Rejected
1085,4, No,89000.0,211000.0,6,42000.0,2000.0,258000.0,62000.0, Approved
1086,5, Yes,96000.0,296000.0,4,229000.0,35000.0,366000.0,132000.0, Approved
1087,0, Yes,77000.0,181000.0,18,61000.0,51000.0,238000.0,63000.0, Approved
1088,3, Yes,70000.0,152000.0,2,103000.0,125000.0,207000.0,40000.0, Approved
1089,4, Yes,78000.0,195000.0,14,19000.0,90000.0,204000.0,44000.0, Approved
1090,3, No,51000.0,110000.0,6,-1000.0,58000.0,116000.0,75000.0, Rejected
1091,4, No,94000.0,326000.0,4,182000.0,40000.0,220000.0,102000.0, Approved
1092,4, Yes,6000.0,21000.0,6,13000.0,10000.0,22000.0,3000.0, Approved
1093,3, No,51000.0,133000.0,4,112000.0,27000.0,202000.0,61000.0, Approved
1094,2, Yes,38000.0,144000.0,2,23000.0,14000.0,76000.0,24000.0, Rejected
1095,2, Yes,53000.0,212000.0,14,22000.0,50000.0,209000.0,77000.0, Rejected
1096,5, No,11000.0,36000.0,12,13000.0,7000.0,31000.0,14000.0, Rejected
1097,3, No,64000.0,144000.0,10,106000.0,100000.0,212000.0,51000.0, Rejected
1098,0, Yes,51000.0,145000.0,14,110000.0,11000.0,123000.0,60000.0, Approved
1099,3, Yes,53000.0,169000.0,2,158000.0,31000.0,143000.0,68000.0, Approved
1100,1, No,67000.0,187000.0,8,93000.0,41000.0,171000.0,69000.0, Approved
1101,2, No,40000.0,94000.0,8,44000.0,37000.0,102000.0,48000.0, Approved
1102,2, Yes,39000.0,116000.0,8,58000.0,31000.0,129000.0,50000.0, Approved
1103,1, Yes,16000.0,49000.0,16,43000.0,11000.0,39000.0,20000.0, Rejected
1104,3, No,27000.0,78000.0,14,54000.0,53000.0,57000.0,21000.0, Approved
1105,3, No,14000.0,38000.0,8,17000.0,2000.0,53000.0,15000.0, Approved
1106,4, Yes,80000.0,192000.0,18,25000.0,89000.0,190000.0,53000.0, Approved
1107,3, Yes,82000.0,289000.0,10,238000.0,45000.0,287000.0,109000.0, Approved
1108,5, Yes,48000.0,103000.0,8,48000.0,68000.0,111000.0,43000.0, Approved
1109,4, No,81000.0,190000.0,6,41000.0,145000.0,191000.0,119000.0, Rejected
1110,4, No,59000.0,149000.0,14,26000.0,95000.0,160000.0,35000.0, Approved
1111,5, Yes,81000.0,321000.0,6,182000.0,18000.0,241000.0,65000.0, Approved
1112,0, No,14000.0,50000.0,8,18000.0,19000.0,32000.0,15000.0, Approved
1113,1, No,16000.0,63000.0,2,30000.0,6000.0,52000.0,9000.0, Approved
1114,4, No,46000.0,94000.0,18,8000.0,24000.0,115000.0,63000.0, Rejected
1115,1, No,29000.0,89000.0,6,9000.0,56000.0,97000.0,18000.0, Rejected
1116,2, Yes,86000.0,249000.0,20,136000.0,76000.0,318000.0,54000.0, Approved
1117,4, No,38000.0,149000.0,20,65000.0,35000.0,122000.0,25000.0, Rejected
1118,0, No,82000.0,203000.0,4,131000.0,102000.0,259000.0,78000.0, Approved
1119,3, No,32000.0,101000.0,20,34000.0,48000.0,90000.0,39000.0, Approved
1120,0, Yes,81000.0,238000.0,10,54000.0,155000.0,207000.0,88000.0, Approved
1121,1, Yes,98000.0,233000.0,12,32000.0,126000.0,305000.0,139000.0, Rejected
1122,0, No,2000.0,5000.0,20,5000.0,2000.0,6000.0,2000.0, Approved
1123,0, No,66000.0,141000.0,20,68000.0,51000.0,254000.0,78000.0, Rejected
1124,0, No,91000.0,183000.0,14,61000.0,92000.0,341000.0,100000.0, Rejected
1125,2, No,55000.0,204000.0,12,88000.0,94000.0,123000.0,33000.0, Approved
1126,4, No,72000.0,274000.0,8,141000.0,142000.0,194000.0,95000.0, Approved
1127,1, No,24000.0,56000.0,16,37000.0,6000.0,72000.0,34000.0, Rejected
1128,4, No,96000.0,255000.0,20,40000.0,114000.0,238000.0,111000.0, Rejected
1129,1, Yes,58000.0,167000.0,12,11000.0,97000.0,172000.0,75000.0, Approved
1130,4, No,23000.0,60000.0,8,60000.0,4000.0,48000.0,22000.0, Approved
1131,1, No,3000.0,12000.0,4,8000.0,1000.0,11000.0,2000.0, Approved
1132,0, No,99000.0,270000.0,16,35000.0,173000.0,369000.0,115000.0, Approved
1133,2, No,35000.0,140000.0,2,87000.0,16000.0,118000.0,29000.0, Approved
1134,2, No,48000.0,185000.0,20,57000.0,55000.0,147000.0,58000.0, Approved
1135,2, No,16000.0,52000.0,16,3000.0,29000.0,56000.0,16000.0, Rejected
1136,5, Yes,8000.0,25000.0,12,5000.0,0.0,32000.0,8000.0, Rejected
1137,1, Yes,90000.0,335000.0,18,188000.0,105000.0,281000.0,53000.0, Approved
1138,1, No,83000.0,289000.0,12,183000.0,39000.0,325000.0,58000.0, Rejected
1139,4, No,28000.0,61000.0,18,22000.0,42000.0,84000.0,20000.0, Rejected
1140,1, Yes,64000.0,173000.0,10,100000.0,11000.0,154000.0,82000.0, Approved
1141,2, Yes,60000.0,126000.0,16,48000.0,53000.0,239000.0,51000.0, Approved
1142,0, No,29000.0,98000.0,16,54000.0,43000.0,86000.0,24000.0, Rejected
1143,0, No,65000.0,241000.0,20,33000.0,60000.0,229000.0,97000.0, Rejected
1144,1, Yes,2000.0,4000.0,8,2000.0,2000.0,7000.0,3000.0, Approved
1145,1, No,84000.0,246000.0,14,18000.0,131000.0,313000.0,82000.0, Approved
1146,1, Yes,61000.0,178000.0,20,160000.0,109000.0,169000.0,43000.0, Approved
1147,2, Yes,80000.0,312000.0,8,68000.0,35000.0,210000.0,103000.0, Approved
1148,5, Yes,9000.0,18000.0,14,23000.0,3000.0,18000.0,7000.0, Rejected
1149,2, No,73000.0,200000.0,6,131000.0,107000.0,179000.0,91000.0, Approved
1150,4, Yes,37000.0,74000.0,12,48000.0,68000.0,105000.0,44000.0, Rejected
1151,2, No,52000.0,172000.0,12,35000.0,13000.0,200000.0,63000.0, Approved
1152,1, No,72000.0,210000.0,14,35000.0,116000.0,218000.0,46000.0, Rejected
1153,0, Yes,94000.0,342000.0,10,131000.0,156000.0,326000.0,63000.0, Rejected
1154,3, Yes,34000.0,124000.0,2,25000.0,39000.0,122000.0,46000.0, Approved
1155,0, No,6000.0,23000.0,8,18000.0,5000.0,22000.0,3000.0, Approved
1156,0, Yes,33000.0,100000.0,16,30000.0,41000.0,129000.0,41000.0, Rejected
1157,2, Yes,59000.0,143000.0,2,119000.0,44000.0,169000.0,41000.0, Rejected
1158,3, No,13000.0,36000.0,16,24000.0,23000.0,33000.0,19000.0, Approved
1159,4, Yes,57000.0,169000.0,4,130000.0,74000.0,220000.0,84000.0, Approved
1160,2, No,77000.0,273000.0,16,73000.0,46000.0,248000.0,91000.0, Approved
1161,4, Yes,70000.0,235000.0,18,150000.0,95000.0,197000.0,78000.0, Rejected
1162,5, No,81000.0,219000.0,18,52000.0,34000.0,162000.0,96000.0, Rejected
1163,1, Yes,19000.0,42000.0,4,47000.0,28000.0,75000.0,9000.0, Approved
1164,2, No,45000.0,91000.0,18,-1000.0,6000.0,124000.0,25000.0, Approved
1165,0, Yes,96000.0,340000.0,12,238000.0,103000.0,381000.0,78000.0, Approved
1166,1, Yes,54000.0,207000.0,8,19000.0,8000.0,190000.0,36000.0, Approved
1167,1, Yes,78000.0,272000.0,16,161000.0,34000.0,171000.0,114000.0, Rejected
1168,1, Yes,82000.0,191000.0,8,172000.0,122000.0,315000.0,66000.0, Approved
1169,2, No,89000.0,285000.0,6,222000.0,166000.0,215000.0,93000.0, Rejected
1170,1, No,14000.0,31000.0,20,2000.0,12000.0,42000.0,18000.0, Rejected
1171,2, No,17000.0,59000.0,16,31000.0,3000.0,37000.0,13000.0, Approved
1172,0, No,53000.0,195000.0,12,98000.0,33000.0,152000.0,32000.0, Approved
1173,3, No,65000.0,252000.0,10,154000.0,109000.0,140000.0,81000.0, Approved
1174,2, No,59000.0,140000.0,8,47000.0,95000.0,178000.0,67000.0, Approved
1175,4, Yes,98000.0,270000.0,2,187000.0,30000.0,230000.0,97000.0, Rejected
1176,3, Yes,77000.0,162000.0,6,115000.0,151000.0,225000.0,64000.0, Rejected
1177,1, No,79000.0,271000.0,10,200000.0,98000.0,222000.0,66000.0, Approved
1178,4, No,35000.0,89000.0,20,71000.0,15000.0,137000.0,32000.0, Approved
1179,4, No,24000.0,66000.0,2,61000.0,33000.0,56000.0,30000.0, Approved
1180,5, No,99000.0,357000.0,10,79000.0,43000.0,392000.0,130000.0, Rejected
1181,0, No,39000.0,145000.0,8,59000.0,30000.0,103000.0,34000.0, Rejected
1182,2, Yes,73000.0,285000.0,10,215000.0,31000.0,158000.0,43000.0, Approved
1183,0, Yes,64000.0,219000.0,12,154000.0,101000.0,240000.0,53000.0, Approved
